subj_id_no	age	gender	occupation	strategy1	strategy2
47	22	w	2	1	Mit *EEE*-Wörtern "drüber gedacht" im Kopf (wie bei einem lauten Echo)
47	22	w	2	1	Mit *EEE*-Wörtern "drüber gedacht" im Kopf (wie bei einem lauten Echo)
47	22	w	2	1	Mit *EEE*-Wörtern "drüber gedacht" im Kopf (wie bei einem lauten Echo)
47	22	w	2	1	Mit *EEE*-Wörtern "drüber gedacht" im Kopf (wie bei einem lauten Echo)
47	22	w	2	1	Mit *EEE*-Wörtern "drüber gedacht" im Kopf (wie bei einem lauten Echo)
47	22	w	2	1	Mit *EEE*-Wörtern "drüber gedacht" im Kopf (wie bei einem lauten Echo)
47	22	w	2	1	Mit *EEE*-Wörtern "drüber gedacht" im Kopf (wie bei einem lauten Echo)
47	22	w	2	1	Mit *EEE*-Wörtern "drüber gedacht" im Kopf (wie bei einem lauten Echo)
47	22	w	2	1	Mit *EEE*-Wörtern "drüber gedacht" im Kopf (wie bei einem lauten Echo)
47	22	w	2	1	Mit *EEE*-Wörtern "drüber gedacht" im Kopf (wie bei einem lauten Echo)
47	22	w	2	1	Mit *EEE*-Wörtern "drüber gedacht" im Kopf (wie bei einem lauten Echo)
47	22	w	2	1	Mit *EEE*-Wörtern "drüber gedacht" im Kopf (wie bei einem lauten Echo)
47	22	w	2	1	Mit *EEE*-Wörtern "drüber gedacht" im Kopf (wie bei einem lauten Echo)
47	22	w	2	1	Mit *EEE*-Wörtern "drüber gedacht" im Kopf (wie bei einem lauten Echo)
47	22	w	2	1	Mit *EEE*-Wörtern "drüber gedacht" im Kopf (wie bei einem lauten Echo)
47	22	w	2	1	Mit *EEE*-Wörtern "drüber gedacht" im Kopf (wie bei einem lauten Echo)
47	22	w	2	1	Mit *EEE*-Wörtern "drüber gedacht" im Kopf (wie bei einem lauten Echo)
47	22	w	2	1	Mit *EEE*-Wörtern "drüber gedacht" im Kopf (wie bei einem lauten Echo)
47	22	w	2	1	Mit *EEE*-Wörtern "drüber gedacht" im Kopf (wie bei einem lauten Echo)
47	22	w	2	1	Mit *EEE*-Wörtern "drüber gedacht" im Kopf (wie bei einem lauten Echo)
47	22	w	2	1	Mit *EEE*-Wörtern "drüber gedacht" im Kopf (wie bei einem lauten Echo)
47	22	w	2	1	Mit *EEE*-Wörtern "drüber gedacht" im Kopf (wie bei einem lauten Echo)
47	22	w	2	1	Mit *EEE*-Wörtern "drüber gedacht" im Kopf (wie bei einem lauten Echo)
47	22	w	2	1	Mit *EEE*-Wörtern "drüber gedacht" im Kopf (wie bei einem lauten Echo)
47	22	w	2	1	Mit *EEE*-Wörtern "drüber gedacht" im Kopf (wie bei einem lauten Echo)
47	22	w	2	1	Mit *EEE*-Wörtern "drüber gedacht" im Kopf (wie bei einem lauten Echo)
47	22	w	2	1	Mit *EEE*-Wörtern "drüber gedacht" im Kopf (wie bei einem lauten Echo)
47	22	w	2	1	Mit *EEE*-Wörtern "drüber gedacht" im Kopf (wie bei einem lauten Echo)
47	22	w	2	1	Mit *EEE*-Wörtern "drüber gedacht" im Kopf (wie bei einem lauten Echo)
47	22	w	2	1	Mit *EEE*-Wörtern "drüber gedacht" im Kopf (wie bei einem lauten Echo)
47	22	w	2	1	Mit *EEE*-Wörtern "drüber gedacht" im Kopf (wie bei einem lauten Echo)
47	22	w	2	1	Mit *EEE*-Wörtern "drüber gedacht" im Kopf (wie bei einem lauten Echo)
47	22	w	2	1	Mit *EEE*-Wörtern "drüber gedacht" im Kopf (wie bei einem lauten Echo)
47	22	w	2	1	Mit *EEE*-Wörtern "drüber gedacht" im Kopf (wie bei einem lauten Echo)
47	22	w	2	1	Mit *EEE*-Wörtern "drüber gedacht" im Kopf (wie bei einem lauten Echo)
47	22	w	2	1	Mit *EEE*-Wörtern "drüber gedacht" im Kopf (wie bei einem lauten Echo)
47	22	w	2	1	Mit *EEE*-Wörtern "drüber gedacht" im Kopf (wie bei einem lauten Echo)
47	22	w	2	1	Mit *EEE*-Wörtern "drüber gedacht" im Kopf (wie bei einem lauten Echo)
47	22	w	2	1	Mit *EEE*-Wörtern "drüber gedacht" im Kopf (wie bei einem lauten Echo)
47	22	w	2	1	Mit *EEE*-Wörtern "drüber gedacht" im Kopf (wie bei einem lauten Echo)
47	22	w	2	1	Mit *EEE*-Wörtern "drüber gedacht" im Kopf (wie bei einem lauten Echo)
47	22	w	2	1	Mit *EEE*-Wörtern "drüber gedacht" im Kopf (wie bei einem lauten Echo)
47	22	w	2	1	Mit *EEE*-Wörtern "drüber gedacht" im Kopf (wie bei einem lauten Echo)
47	22	w	2	1	Mit *EEE*-Wörtern "drüber gedacht" im Kopf (wie bei einem lauten Echo)
47	22	w	2	1	Mit *EEE*-Wörtern "drüber gedacht" im Kopf (wie bei einem lauten Echo)
47	22	w	2	1	Mit *EEE*-Wörtern "drüber gedacht" im Kopf (wie bei einem lauten Echo)
47	22	w	2	1	Mit *EEE*-Wörtern "drüber gedacht" im Kopf (wie bei einem lauten Echo)
47	22	w	2	1	Mit *EEE*-Wörtern "drüber gedacht" im Kopf (wie bei einem lauten Echo)
47	22	w	2	1	Mit *EEE*-Wörtern "drüber gedacht" im Kopf (wie bei einem lauten Echo)
47	22	w	2	1	Mit *EEE*-Wörtern "drüber gedacht" im Kopf (wie bei einem lauten Echo)
47	22	w	2	1	Mit *EEE*-Wörtern "drüber gedacht" im Kopf (wie bei einem lauten Echo)
47	22	w	2	1	Mit *EEE*-Wörtern "drüber gedacht" im Kopf (wie bei einem lauten Echo)
47	22	w	2	1	Mit *EEE*-Wörtern "drüber gedacht" im Kopf (wie bei einem lauten Echo)
47	22	w	2	1	Mit *EEE*-Wörtern "drüber gedacht" im Kopf (wie bei einem lauten Echo)
47	22	w	2	1	Mit *EEE*-Wörtern "drüber gedacht" im Kopf (wie bei einem lauten Echo)
47	22	w	2	1	Mit *EEE*-Wörtern "drüber gedacht" im Kopf (wie bei einem lauten Echo)
47	22	w	2	1	Mit *EEE*-Wörtern "drüber gedacht" im Kopf (wie bei einem lauten Echo)
47	22	w	2	1	Mit *EEE*-Wörtern "drüber gedacht" im Kopf (wie bei einem lauten Echo)
47	22	w	2	1	Mit *EEE*-Wörtern "drüber gedacht" im Kopf (wie bei einem lauten Echo)
47	22	w	2	1	Mit *EEE*-Wörtern "drüber gedacht" im Kopf (wie bei einem lauten Echo)
47	22	w	2	1	Mit *EEE*-Wörtern "drüber gedacht" im Kopf (wie bei einem lauten Echo)
47	22	w	2	1	Mit *EEE*-Wörtern "drüber gedacht" im Kopf (wie bei einem lauten Echo)
47	22	w	2	1	Mit *EEE*-Wörtern "drüber gedacht" im Kopf (wie bei einem lauten Echo)
