subj_id_no	age	gender	occupation	strategy1	strategy2
161	19	w	stud_non_psy	1	anfangs wiederholte innere Aufzählung der Worte, nachdem es zu viele wurden, habe ich versucht, sie in inhaltliche Gruppen oder in Sätzen zu verbinden
161	19	w	stud_non_psy	1	anfangs wiederholte innere Aufzählung der Worte, nachdem es zu viele wurden, habe ich versucht, sie in inhaltliche Gruppen oder in Sätzen zu verbinden
161	19	w	stud_non_psy	1	anfangs wiederholte innere Aufzählung der Worte, nachdem es zu viele wurden, habe ich versucht, sie in inhaltliche Gruppen oder in Sätzen zu verbinden
161	19	w	stud_non_psy	1	anfangs wiederholte innere Aufzählung der Worte, nachdem es zu viele wurden, habe ich versucht, sie in inhaltliche Gruppen oder in Sätzen zu verbinden
161	19	w	stud_non_psy	1	anfangs wiederholte innere Aufzählung der Worte, nachdem es zu viele wurden, habe ich versucht, sie in inhaltliche Gruppen oder in Sätzen zu verbinden
161	19	w	stud_non_psy	1	anfangs wiederholte innere Aufzählung der Worte, nachdem es zu viele wurden, habe ich versucht, sie in inhaltliche Gruppen oder in Sätzen zu verbinden
161	19	w	stud_non_psy	1	anfangs wiederholte innere Aufzählung der Worte, nachdem es zu viele wurden, habe ich versucht, sie in inhaltliche Gruppen oder in Sätzen zu verbinden
161	19	w	stud_non_psy	1	anfangs wiederholte innere Aufzählung der Worte, nachdem es zu viele wurden, habe ich versucht, sie in inhaltliche Gruppen oder in Sätzen zu verbinden
161	19	w	stud_non_psy	1	anfangs wiederholte innere Aufzählung der Worte, nachdem es zu viele wurden, habe ich versucht, sie in inhaltliche Gruppen oder in Sätzen zu verbinden
161	19	w	stud_non_psy	1	anfangs wiederholte innere Aufzählung der Worte, nachdem es zu viele wurden, habe ich versucht, sie in inhaltliche Gruppen oder in Sätzen zu verbinden
161	19	w	stud_non_psy	1	anfangs wiederholte innere Aufzählung der Worte, nachdem es zu viele wurden, habe ich versucht, sie in inhaltliche Gruppen oder in Sätzen zu verbinden
161	19	w	stud_non_psy	1	anfangs wiederholte innere Aufzählung der Worte, nachdem es zu viele wurden, habe ich versucht, sie in inhaltliche Gruppen oder in Sätzen zu verbinden
161	19	w	stud_non_psy	1	anfangs wiederholte innere Aufzählung der Worte, nachdem es zu viele wurden, habe ich versucht, sie in inhaltliche Gruppen oder in Sätzen zu verbinden
161	19	w	stud_non_psy	1	anfangs wiederholte innere Aufzählung der Worte, nachdem es zu viele wurden, habe ich versucht, sie in inhaltliche Gruppen oder in Sätzen zu verbinden
161	19	w	stud_non_psy	1	anfangs wiederholte innere Aufzählung der Worte, nachdem es zu viele wurden, habe ich versucht, sie in inhaltliche Gruppen oder in Sätzen zu verbinden
161	19	w	stud_non_psy	1	anfangs wiederholte innere Aufzählung der Worte, nachdem es zu viele wurden, habe ich versucht, sie in inhaltliche Gruppen oder in Sätzen zu verbinden
161	19	w	stud_non_psy	1	anfangs wiederholte innere Aufzählung der Worte, nachdem es zu viele wurden, habe ich versucht, sie in inhaltliche Gruppen oder in Sätzen zu verbinden
161	19	w	stud_non_psy	1	anfangs wiederholte innere Aufzählung der Worte, nachdem es zu viele wurden, habe ich versucht, sie in inhaltliche Gruppen oder in Sätzen zu verbinden
161	19	w	stud_non_psy	1	anfangs wiederholte innere Aufzählung der Worte, nachdem es zu viele wurden, habe ich versucht, sie in inhaltliche Gruppen oder in Sätzen zu verbinden
161	19	w	stud_non_psy	1	anfangs wiederholte innere Aufzählung der Worte, nachdem es zu viele wurden, habe ich versucht, sie in inhaltliche Gruppen oder in Sätzen zu verbinden
161	19	w	stud_non_psy	1	anfangs wiederholte innere Aufzählung der Worte, nachdem es zu viele wurden, habe ich versucht, sie in inhaltliche Gruppen oder in Sätzen zu verbinden
161	19	w	stud_non_psy	1	anfangs wiederholte innere Aufzählung der Worte, nachdem es zu viele wurden, habe ich versucht, sie in inhaltliche Gruppen oder in Sätzen zu verbinden
161	19	w	stud_non_psy	1	anfangs wiederholte innere Aufzählung der Worte, nachdem es zu viele wurden, habe ich versucht, sie in inhaltliche Gruppen oder in Sätzen zu verbinden
